WORT,WORTART,NOMEN,VERB_ADJEKTIV,VA INTERPUNKTION
steif,A,0,0,0
steigen,V,0,0,0
steigern,V,0,2,0
steigerung,N,0,0,0
steil,A,0,0,0
stein,N,0,0,0
stelle,N,0,0,0
stellen,V,0,1,0
stelze,N,0,0,0
stempel,N,0,0,0
sterben,V,0,0,0
stereo,N,0,0,0
steril,A,0,0,0
stern,N,0,0,0
steuer,N,0,0,0
stich,N,0,0,0
sticheln,V,0,0,0
stiefel,N,0,0,0
stier,N,0,0,0
still,A,0,0,0
stilvoll,A,0,0,0
stimmung,N,0,0,0
stinken,V,0,0,0
stoisch,A,0,0,0
stolpern,V,0,0,0
stolz,N,0,0,0
storch,N,0,0,0
stören,V,0,0,0
stoßen,V,0,0,0
stottern,V,0,0,0
strafbar,A,0,0,0
strafe,N,0,0,0
strafen,V,0,0,0
straftat,N,0,0,0
strahlen,V,0,0,0
strand,N,0,0,0
strapaze,N,0,0,0
straße,N,0,0,0
strauß,N,0,0,0
strebsam,A,0,0,0
streich,N,0,0,0
streichen,V,0,1,0
streik,N,0,0,0
streit,N,0,0,0
streng,A,0,0,0
strumpf,N,0,0,0
stube,N,0,0,0
studieren,V,0,0,0
stufe,N,0,0,0
stuhl,N,0,0,0
stumm,A,0,0,0
stunde,N,0,0,0
stur,A,0,0,0
sturm,N,0,0,0
sturz,N,0,0,0
stürzen,V,0,0,0
stute,N,0,0,0
stützen,V,0,0,0
suche,N,1,0,0
suchen,V,0,0,0
sucht,N,0,0,0
sumpf,N,0,0,0
super,A,0,0,0
suppe,N,0,0,0
symptom,N,0,0,0
szene,N,0,0,0
tabak,N,0,0,0
tablett,N,0,0,0
tablette,N,0,0,0
tabu,A,0,0,0
tadel,N,0,0,0
tadellos,A,0,0,0
tadeln,V,0,0,0
tafel,N,0,0,0
tag,N,7,0,0
tagung,N,0,0,0
taifun,N,0,0,0
taktik,N,0,0,0
taktvoll,A,0,0,0
talent,N,0,0,0
taler,N,0,0,0
tampon,N,0,0,0
tandem,N,0,0,0
tanne,N,0,0,0
tante,N,0,0,0
tanzen,V,0,0,0
tapfer,A,0,0,0
tarif,N,0,0,0
tarnen,V,0,0,0
tarnung,N,0,0,0
tasche,N,0,0,0
tasse,N,0,0,0
taste,N,0,0,0
tat,N,0,0,0
tätigkeit,N,0,0,0
tatort,N,0,0,0
tatsache,N,0,0,0
taub,A,0,0,0
taube,N,0,0,0
tauchen,V,0,0,0
taufe,N,0,0,0
taumel,N,0,0,0
taumeln,V,0,0,0
teddy,N,0,0,0
teil,N,0,0,0
teilen,V,0,0,0
teilnahme,N,0,0,0
telefon,N,0,0,0
teller,N,0,0,0
tempel,N,0,0,0
tempo,N,0,0,0
tendenz,N,1,0,0
tenor,N,0,0,0
teppich,N,0,0,0
terror,N,0,0,0
test,N,0,0,0
testen,V,0,0,0
teuer,A,0,0,0
teufel,N,0,0,0
theater,N,0,0,0
theke,N,0,0,0
thema,N,0,0,0
therapie,N,0,0,0
thriller,N,0,0,0
thron,N,0,0,0
tiefe,N,1,0,0
tier,N,0,0,0
tiger,N,0,0,0
tinte,N,0,0,0
tisch,N,0,0,0
titel,N,0,0,0
toast,N,0,0,0
toaster,N,0,0,0
toben,V,0,0,0
tochter,N,0,0,0
tod,N,0,0,0
todfeind,N,0,0,0
toilette,N,0,0,0
tolerant,A,0,0,0
toleranz,N,0,0,0
toll,A,0,0,0
tomate,N,0,0,0
ton,N,0,0,0
tonfall,N,0,0,0
tonlos,A,0,0,0
tonne,N,1,0,0
topfit,A,0,0,0
torheit,N,0,0,0
torkeln,V,0,0,0
torpedo,N,0,0,0
torte,N,0,0,0
tortur,N,0,0,0
tot,A,0,0,0
tote,N,0,0,0
töten,V,0,0,0
tourist,N,0,0,0
toxisch,A,0,0,0
tracht,N,0,0,0
trachten,V,0,0,0
tradition,N,0,0,0
trage,N,0,0,0
tragen,V,0,0,0
tragik,N,0,0,0
tragisch,A,0,0,0
traktor,N,0,0,0
trampel,N,0,0,0
trance,N,0,0,0
träne,N,0,0,0
traube,N,0,0,0
trauer,N,0,0,0
trauern,V,0,0,0
traum,N,0,0,0
trauma,N,0,0,0
traurig,A,0,0,0
trauring,N,0,0,0
trauung,N,0,0,0
treffen,V,0,0,0
treffer,N,0,0,0
treiben,V,0,0,0
trend,N,0,0,0
trennen,V,0,0,0
trennung,N,0,0,0
treppe,N,0,0,0
tresor,N,0,0,0
treten,V,0,0,0
treu,A,0,0,0
treue,N,0,0,0
treulos,A,0,0,0
triangel,N,0,0,0
trieb,N,0,0,0
triefen,V,0,0,0
trinken,V,0,0,0
trist,A,0,0,0
tritt,N,0,0,0
triumph,N,0,0,0
trommel,N,0,0,0
tropen,N,0,0,0
tropfen,V,0,0,0
tropisch,A,0,0,0
trost,N,0,0,0
trostlos,A,0,0,0
trotz,N,0,0,0
trotzig,A,0,0,0
trug,N,0,0,0
truhe,N,0,0,0
trunken,A,0,0,0
truppe,N,0,0,0
tugend,N,0,0,0
tulpe,N,0,0,0
tumor,N,0,0,0
tumult,N,0,0,0
tunnel,N,0,0,0
turban,N,0,0,0
turm,N,0,0,0
tuscheln,V,0,0,0
typhus,N,0,0,0
tyrann,N,0,0,0
übel,N,0,0,0
übelkeit,N,0,0,0
üben,V,0,0,0
überfall,N,0,0,0
übergeben,V,0,0,0
übergehen,V,0,0,0
überlegen,V,0,0,0
übermut,N,0,0,0
übernahme,N,0,0,0
übersehen,V,0,0,0
überwinden,V,0,0,0
überzeugen,V,0,0,0
uferlos,A,0,0,0
uhr,N,0,0,0
umarmen,V,0,0,0
umbruch,N,0,0,0
umfang,N,0,0,0
umringen,V,0,0,0
umsatz,N,0,0,0
umsicht,N,0,0,0
umsonst,A,0,0,0
umsorgen,V,0,0,0
umsturz,N,0,0,0
umtrunk,N,0,0,0
umweg,N,0,0,0
unart,N,0,0,0
unbefugt,A,0,0,0
unbequem,A,0,0,0
undank,N,0,0,0
unding,N,0,0,0
unfair,A,0,0,0
unfall,N,0,0,0
unfriede,N,0,0,0
unfug,N,0,0,0
ungeahnt,A,0,0,0
ungeduld,N,0,0,0
ungeheuer,N,0,0,0
ungesund,A,0,0,0
ungnade,N,0,0,0
unheil,N,0,0,0
unkosten,N,0,0,0
unkraut,N,0,0,0
unlust,N,0,0,0
unmensch,N,0,0,0
unmut,N,0,0,0
unnahbar,A,0,0,0
unrat,N,0,0,0
unrecht,N,0,0,0
unruh,N,0,0,0
unruhe,N,0,0,0
unschuld,N,0,0,0
unsinn,N,0,0,0
untat,N,0,0,0
untergang,N,0,0,0
unterton,N,0,0,0
untier,N,0,0,0
untreue,N,0,0,0
unwesen,N,0,0,0
unwetter,N,0,0,0
urlaub,N,0,0,0
urlauber,N,0,0,0
urne,N,0,0,0
urteil,N,0,0,0
urwald,N,0,0,0
vampir,N,0,0,0
vanille,N,0,0,0
vater,N,0,0,0
vaterland,N,0,0,0
vehemenz,N,0,0,0
veilchen,N,0,0,0
ventil,N,0,0,0
venus,N,0,0,0
veranda,N,0,0,0
verändern,V,0,0,0
verarmen,V,0,0,0
verband,N,0,0,0
verbessern,V,0,0,0
verbieten,V,0,0,0
verbinden,V,0,0,0
verbot,N,0,0,0
verboten,A,0,0,0
verbrechen,N,0,0,0
verdacht,N,0,0,0
verdanken,V,0,0,0
verderb,N,0,0,0
verdienen,V,0,0,0
verdienst,N,0,0,0
verdreht,A,0,0,0
verehrer,N,0,0,0
verenden,V,0,0,0
verfahren,N,0,0,0
verfall,N,1,0,0
verfassung,N,0,0,0
verflixt,A,0,0,0
verfolgen,V,0,0,0
verfügen,V,0,0,0
verfügung,N,1,0,0
vergasen,V,0,0,0
vergeben,V,0,0,0
vergehen,V,0,0,0
vergessen,V,0,0,0
verhaften,V,0,0,0
verhältnis,N,2,0,0
verhindern,V,0,1,0
verirren,V,0,0,0
verkaufen,V,0,0,0
verkehr,N,0,0,0
verlangen,V,0,0,0
verlassen,V,0,0,0
verlaufen,V,0,0,0
verlegen,V,0,0,0
verleihen,V,0,0,0
verletzen,V,0,0,0
verletzt,A,0,0,0
verletzung,N,0,0,0
verlieren,V,0,0,0
verlies,N,0,0,0
verloben,V,0,0,0
verlogen,A,0,0,0
verlust,N,0,0,0
vermeiden,V,0,0,0
vermieten,V,0,0,0
vermögen,N,0,0,0
vermuten,V,0,0,0
vernichten,V,0,0,0
vernunft,N,0,0,0
verrat,N,0,0,0
verraten,V,0,0,0
verruf,N,0,0,0
versagen,V,0,0,0
versager,N,0,0,0
versehen,N,0,0,0
versetzen,V,0,0,0
versichern,V,0,0,0
versorgung,N,1,0,0
verstand,N,0,0,0
verstärken,V,0,0,0
versteck,N,0,0,0
verstehen,V,0,0,0
versuch,N,0,0,0
verteilen,V,0,0,0
vertrag,N,0,0,0
vertrauen,N,0,0,0
vertraut,A,0,0,0
vertreten,V,0,0,0
vertreter,N,0,0,0
verwaist,A,0,0,0
verwaltung,N,0,0,0
verwandeln,V,0,0,0
verwandt,A,0,0,0
verwegen,A,0,0,0
verweigern,V,0,0,0
verweint,A,0,0,0
verweis,N,0,0,0
verweisen,V,0,0,0
verwesen,V,0,0,0
verzehr,N,0,0,0
verzicht,N,0,0,0
verzichten,V,0,1,0
veto,N,0,0,0
villa,N,0,0,0
virus,N,0,0,0
visum,N,0,0,0
vital,A,0,0,0
vitamin,N,0,0,0
vogel,N,0,0,0
volk,N,0,0,0
vollmond,N,0,0,0
vollziehen,V,0,0,0
vorbau,N,0,0,0
vorbild,N,0,0,0
voreilig,A,0,0,0
vorfall,N,0,0,0
vorhaben,N,0,0,0
vorkommen,N,1,0,0
vorliebe,N,0,0,0
vormund,N,0,0,0
vornehm,A,0,0,0
vornehmen,V,0,1,0
vorrat,N,0,0,0
vorschlag,N,0,0,0
vorsicht,N,0,0,0
vorsorge,N,0,0,0
vorspiel,N,0,0,0
vorstand,N,0,0,0
vorstellen,V,0,0,0
vorteil,N,0,0,0
vortrag,N,0,0,0
vorwand,N,0,0,0
vorwurf,N,0,0,0
vorzug,N,0,0,0
vulkan,N,0,0,0
waage,N,0,0,0
wabe,N,0,0,0
wache,N,0,0,0
wachsam,A,0,0,0
wachsen,V,0,1,0
wachstum,N,1,0,0
waffe,N,0,0,0
waffel,N,0,0,0
wagemut,N,0,0,0
wagen,N,0,0,0
wagnis,N,0,0,0
wahl,N,0,0,0
wählen,V,0,0,0
wahllos,A,0,0,0
wahn,N,0,0,0
wahnsinn,N,0,0,0
wahren,V,0,0,0
wahrheit,N,0,0,0
waise,N,0,0,0
wald,N,0,0,0
walnuss,N,0,0,0
walzer,N,0,0,0
wand,N,0,0,0
wandern,V,0,0,0
wange,N,0,0,0
wanne,N,0,0,0
wanze,N,0,0,0
warm,A,0,0,0
warnen,V,0,0,0
warnung,N,0,0,0
warterei,N,0,0,0
warze,N,0,0,0
wasser,N,0,0,0
watte,N,0,0,0
weber,N,0,0,0
wecken,V,0,0,0
wecker,N,0,0,0
weg,N,0,0,0
wegjagen,V,0,0,0
wehklage,N,0,0,0
wehmut,N,0,0,0
wehr,N,0,0,0
wehren,V,0,0,0
wehrlos,A,0,0,0
weiblich,A,0,0,0
weich,A,0,0,0
weichen,V,0,0,0
weide,N,0,0,0
weigern,V,0,0,0
wein,N,0,0,0
weinen,V,0,0,0
weise,A,0,0,0
weisen,V,0,0,0
weisheit,N,0,0,0
weit,A,0,0,0
weite,N,0,0,0
welken,V,0,0,0
welle,N,0,0,0
welpe,N,0,0,0
welt,N,4,0,0
weltall,N,0,0,0
weltfern,A,0,0,0
weltkrieg,N,0,0,0
weltruhm,N,0,0,0
wenden,V,0,0,0
wenig,A,0,0,0
werbung,N,0,0,0
werfen,V,0,0,0
werk,N,0,0,0
wert,N,0,0,0
wertlos,A,0,0,0
wertvoll,A,0,0,0
werwolf,N,0,0,0
wespe,N,0,0,0
weste,N,0,0,0
wetten,V,0,0,0
whisky,N,0,0,0
widerstand,N,0,0,0
widmen,V,0,0,0
wiege,N,0,0,0
wiese,N,0,0,0
wille,N,0,0,0
willen,N,0,0,0
wind,N,0,0,0
winseln,V,0,0,0
winter,N,0,0,0
wippe,N,0,0,0
wirken,V,0,0,0
wirkung,N,0,0,0
wirrnis,N,0,0,0
wissen,N,0,0,0
witwe,N,0,0,0
witwer,N,0,0,0
woche,N,0,0,0
wochenende,N,0,0,0
wodka,N,0,0,0
wohltat,N,0,0,0
wohnen,V,0,0,0
wohnheim,N,0,0,0
wohnung,N,0,0,0
wolke,N,0,0,0
wolle,N,0,0,0
wollen,V,0,2,0
wollust,N,0,0,0
wonne,N,0,0,0
wort,N,0,0,0
wortkarg,A,0,0,0
wuchern,V,0,0,0
wucht,N,0,0,0
wunde,N,0,0,0
wunder,N,0,0,0
wundern,V,0,0,0
wunsch,N,0,0,0
wünschen,V,0,0,0
würdigen,V,0,0,0
würfel,N,0,0,0
wurm,N,0,0,0
wurst,N,0,0,0
yacht,N,0,0,0
zaghaft,A,0,0,0
zahl,N,3,0,0
zahlen,V,0,3,0
zählen,V,0,1,0
zahlung,N,0,0,0
zahm,A,0,0,0
zahn,N,0,0,0
zahnarzt,N,0,0,0
zange,N,0,0,0
zank,N,0,0,0
zäpfchen,N,0,0,0
zart,A,0,0,0
zauber,N,0,0,0
zauberei,N,0,0,0
zauberer,N,0,0,0
zaubern,V,0,0,0
zaudern,V,0,0,0
zebra,N,0,0,0
zeche,N,0,0,0
zeigen,V,0,0,0
zeitlos,A,0,0,0
zeitnot,N,0,0,0
zeitung,N,0,0,0
zelle,N,0,0,0
zensur,N,0,0,0
zerfall,N,0,0,0
zerlegen,V,0,0,0
zerlumpt,A,0,0,0
zerrung,N,0,0,0
zerstören,V,0,0,0
zettel,N,0,0,0
zeuge,N,0,0,0
zeugin,N,0,0,0
zeugnis,N,0,0,0
ziege,N,0,0,0
ziegel,N,0,0,0
ziehen,V,0,0,0
ziel,N,0,0,0
ziellos,A,0,0,0
zierlich,A,0,0,0
zigarette,N,0,0,0
zigarre,N,0,0,0
zimmer,N,0,0,0
zins,N,2,0,0
zirkus,N,0,0,0
zitat,N,0,0,0
zitrone,N,0,0,0
zittern,V,0,0,0
zögern,V,0,0,0
zoll,N,0,0,0
zopf,N,0,0,0
zorn,N,0,0,0
zornig,A,0,0,0
zufall,N,0,0,0
zuflucht,N,0,0,0
zugabe,N,0,0,0
zugeben,V,0,0,0
zuhause,N,0,0,0
zujubeln,V,0,0,0
zukunft,N,0,0,0
zulassen,V,0,0,0
zunehmen,V,0,0,0
zunge,N,0,0,0
zusage,N,0,0,0
zustand,N,0,0,0
zustimmen,V,0,0,0
zustimmung,N,0,0,0
zwang,N,0,0,0
zwanglos,A,0,0,0
zweck,N,0,0,0
zwecklos,A,0,0,0
zweifel,N,0,0,0
zwieback,N,0,0,0
zwiebel,N,0,0,0
zwingen,V,0,0,0
zwist,N,0,0,0
zylinder,N,0,0,0
zynismus,N,0,0,0
WORT,WORTART,NOMEN,VERB_ADJEKTIV,VA INTERPUNKTION
aal,N,0,0,0
aas,N,0,0,0
abart,N,0,0,0
abbau,N,2,0,0
abbauen,V,0,0,0
abbild,N,0,0,0
abbruch,N,0,0,0
abdanken,V,0,0,0
abdruck,N,0,0,0
abend,N,0,0,0
abendrot,N,0,0,0
abends,A,0,0,0
abfahrt,N,0,0,0
abfall,N,0,0,0
abflug,N,0,0,0
abfuhr,N,0,0,0
abgang,N,0,0,0
abgas,N,0,0,0
abgeben,V,0,0,0
abgrund,N,0,0,0
abhang,N,0,0,0
abhauen,V,0,0,0
abhilfe,N,0,0,0
abitur,N,0,0,0
abkehr,N,0,0,0
ablauf,N,0,0,0
ableger,N,0,0,0
ablehnen,V,0,0,0
abmagern,V,0,0,0
abort,N,0,0,0
abreise,N,0,0,0
absage,N,1,0,0
absatz,N,0,0,0
abscheu,N,0,0,0
abschied,N,0,0,0
abseits,A,0,0,0
absender,N,0,0,0
absicht,N,0,0,0
abstand,N,0,0,0
abstieg,N,0,0,0
absturz,N,0,0,0
absurd,A,0,0,0
abt,N,0,0,0
abtei,N,0,0,0
abteil,N,0,0,0
abwasser,N,0,0,0
abweg,N,0,0,0
abwehr,N,0,0,0
abwurf,N,0,0,0
abzug,N,0,0,0
achse,N,0,0,0
achsel,N,0,0,0
achten,V,0,0,0
achtung,N,0,0,0
adel,N,0,0,0
adeln,V,0,0,0
adjutant,N,0,0,0
adler,N,0,0,0
adoption,N,0,0,0
adressat,N,0,0,0
adria,N,0,0,0
advent,N,0,0,0
affe,N,0,0,0
affekt,N,0,0,0
agent,N,0,0,0
aggression,N,0,0,0
agil,A,0,0,0
ahnen,V,0,0,0
ahnung,N,0,0,0
ahorn,N,0,0,0
akademie,N,0,0,0
akribie,N,0,0,0
aktie,N,1,0,0
aktion,N,0,0,0
aktiv,A,0,0,0
aktivität,N,0,0,0
akzent,N,0,0,0
alarm,N,0,0,0
albern,A,0,0,0
album,N,0,0,0
alkohol,N,0,0,0
allee,N,0,0,0
allein,A,0,1,1
alltag,N,0,0,0
almosen,N,0,0,0
alpdruck,N,0,0,0
alptraum,N,0,0,0
altar,N,0,0,0
altbau,N,0,0,0
alter,N,0,0,0
altklug,A,0,0,0
amateur,N,0,0,0
amboß,N,0,0,0
amerika,N,0,0,0
ami,N,0,0,0
ampel,N,0,0,0
ampulle,N,0,0,0
amsel,N,0,0,0
amt,N,0,0,0
amulett,N,0,0,0
anbahnen,V,0,0,0
anbau,N,0,0,0
anbieten,V,0,0,0
änderung,N,0,0,0
anekdote,N,0,0,0
anekeln,V,0,0,0
anerkennen,V,0,0,0
anfall,N,0,0,0
anfallen,V,0,0,0
anfang,N,2,0,0
anflug,N,0,0,0
angeben,V,0,0,0
angebot,N,1,0,0
angehen,V,0,0,0
angeklagte,N,0,0,0
angel,N,0,0,0
angeregt,A,0,0,0
angler,N,0,0,0
angriff,N,0,0,0
angst,N,0,0,0
anheizen,V,0,0,0
anker,N,0,0,0
anklage,N,0,0,0
anklagen,V,0,0,0
anklang,N,0,0,0
anlegen,V,0,0,0
anleihe,N,1,0,0
anlocken,V,0,0,0
anmut,N,0,0,0
anmutig,A,0,0,0
annahme,N,0,0,0
annehmen,V,0,0,0
anomal,A,0,0,0
anomalie,N,0,0,0
anonym,A,0,0,0
anormal,A,0,0,0
anpumpen,V,0,0,0
anregung,N,0,0,0
anreiz,N,0,0,0
anruf,N,0,0,0
anrufen,V,0,0,0
ansporn,N,0,0,0
ansprechen,V,0,0,0
anstehen,V,0,0,0
anteil,N,2,0,0
antrag,N,0,0,0
antwort,N,0,0,0
antworten,V,0,0,0
anwalt,N,0,0,0
anwidern,V,0,0,0
anzahl,N,0,0,0
apathie,N,0,0,0
apfel,N,0,0,0
appetit,N,0,0,0
applaus,N,0,0,0
aquarium,N,0,0,0
arbeit,N,0,0,0
arbeiten,V,0,0,0
arbeiter,N,0,0,0
archiv,N,0,0,0
arg,A,0,0,0
ärger,N,0,0,0
ärgernis,N,0,0,0
argwohn,N,0,0,0
armee,N,0,0,0
armut,N,0,0,0
aroma,N,0,0,0
arrest,N,0,0,0
arroganz,N,0,0,0
arsch,N,0,0,0
arsen,N,0,0,0
arsenal,N,0,0,0
arzt,N,0,0,0
asche,N,0,0,0
aschfahl,A,0,0,0
aschgrau,A,0,0,0
askese,N,0,0,0
asket,N,0,0,0
asozial,A,0,0,0
asyl,N,0,0,0
atemnot,N,0,0,0
atlas,N,0,0,0
atmung,N,0,0,0
atombombe,N,0,0,0
attentat,N,0,0,0
aufatmen,V,0,0,0
aufbau,N,1,0,0
aufbauen,V,0,0,0
aufbruch,N,0,0,0
aufenthalt,N,0,0,0
auffordern,V,0,0,0
aufgabe,N,0,0,0
aufgeben,V,0,1,0
aufhalten,V,0,0,0
aufhören,V,0,0,0
aufleben,V,0,0,0
aufnahme,N,0,0,0
aufnehmen,V,0,0,0
aufpreis,N,0,0,0
aufsatz,N,0,0,0
aufseher,N,0,0,0
aufstand,N,0,0,0
aufstieg,N,1,0,0
auftrag,N,0,0,0
auftreten,V,0,0,0
aufwind,N,0,0,0
aufzucht,N,0,0,0
auge,N,1,0,0
august,N,1,0,0
ausbaden,V,0,0,0
ausbau,N,0,0,0
ausbildung,N,0,0,0
ausblick,N,0,0,0
ausbruch,N,0,0,0
ausdauer,N,0,0,0
ausfall,N,2,0,0
ausflug,N,0,0,0
ausgabe,N,0,0,0
ausgeben,V,0,0,0
auskunft,N,0,0,0
auslösen,V,0,0,0
ausmaß,N,1,0,0
ausnahme,N,0,0,0
ausreden,V,0,0,0
aussage,N,0,0,0
aussetzen,V,0,0,0
aussicht,N,0,0,0
ausstieg,N,0,0,0
auswahl,N,1,0,0
auswirkung,N,0,0,0
auswurf,N,0,0,0
autark,A,0,0,0
autonom,A,0,0,0
autorität,N,0,0,0
aversion,N,0,0,0
baby,N,0,0,0
bach,N,0,0,0
bad,N,0,0,0
bagger,N,0,0,0
bahre,N,0,0,0
bakterie,N,0,0,0
balance,N,0,0,0
balken,N,0,0,0
balkon,N,0,0,0
ball,N,0,0,0
ballast,N,0,0,0
ballon,N,0,0,0
balsam,N,0,0,0
baltikum,N,0,0,0
banane,N,0,0,0
bandit,N,0,0,0
bank,N,3,0,0
bankrott,A,0,0,0
banner,N,0,0,0
bar,N,0,0,0
barbar,N,0,0,0
bargeld,N,0,0,0
barriere,N,0,0,0
barsch,N,0,0,0
basis,N,1,0,0
bastard,N,0,0,0
batterie,N,0,0,0
bauen,V,0,0,0
bauer,N,0,0,0
baum,N,0,0,0
bazille,N,0,0,0
beachten,V,0,0,0
beamte,N,0,0,0
beantragen,V,0,0,0
beben,V,0,0,0
becher,N,0,0,0
bedarf,N,1,0,0
bedauern,V,0,0,0
bedenken,N,0,0,0
bedeuten,V,0,0,0
bedeutung,N,1,0,0
bedienen,V,0,0,0
bedingung,N,0,0,0
bedrohen,V,0,0,0
bedürfen,V,0,0,0
bedürfnis,N,0,0,0
beenden,V,0,0,0
befallen,V,0,0,0
befangen,A,0,0,0
befehl,N,0,0,0
befinden,N,0,0,0
befreien,V,0,0,0
befreier,N,0,0,0
befreiung,N,0,0,0
befugnis,N,0,0,0
befund,N,0,0,0
befürchten,V,0,0,0
begabung,N,0,0,0
begegnen,V,0,0,0
begegnung,N,0,0,0
begeistern,V,0,0,0
begierde,N,0,0,0
beginn,N,0,0,0
begleiten,V,0,0,0
begnadet,A,0,0,0
begraben,V,0,0,0
begreifen,V,0,0,0
begründen,V,0,0,0
begrüßen,V,0,0,0
behandeln,V,0,0,0
behandlung,N,0,0,0
behaupten,V,0,0,0
behörde,N,0,0,0
behutsam,A,0,0,0
beichte,N,0,0,0
beifall,N,0,0,0
beihilfe,N,0,0,0
beil,N,0,0,0
beileid,N,0,0,0
beispiel,N,1,0,0
beitragen,V,0,0,0
bejubeln,V,0,0,0
bekennen,V,0,0,0
bekommen,V,0,0,0
belastung,N,0,0,0
beleg,N,0,0,0
belegen,V,0,0,0
beliebt,A,0,0,0
belohnen,V,0,0,0
beneiden,V,0,0,0
bengel,N,0,0,0
benötigen,V,0,0,0
benzin,N,1,0,0
bequem,A,0,0,0
beraten,V,0,0,0
beratung,N,0,0,0
berauben,V,0,0,0
bereich,N,0,0,0
bereiten,V,0,0,0
bereuen,V,0,0,0
bericht,N,0,0,0
berichten,V,0,0,0
beruf,N,0,0,0
berühren,V,0,0,0
beseitigen,V,0,0,0
besen,N,0,0,0
besetzen,V,0,0,0
besorgt,A,0,0,0
bestätigen,V,0,0,0
besteck,N,0,0,0
bestehen,V,0,1,0
bestellen,V,0,0,0
bestie,N,0,0,0
bestimmen,V,0,0,0
bestimmung,N,0,0,0
bestreiten,V,0,0,0
besuch,N,0,0,0
besuchen,V,0,0,0
besucher,N,0,0,0
beteiligen,V,0,0,0
betonen,V,0,1,0
betrachten,V,0,0,0
betrag,N,1,0,0
betragen,V,0,1,0
betreffen,V,0,0,0
betrieb,N,1,0,0
betrug,N,0,0,0
bett,N,0,0,0
betteln,V,0,0,0
beule,N,0,0,0
beutel,N,0,0,0
bewahren,V,0,0,0
bewähren,V,0,0,0
bewegen,V,0,0,0
bewegung,N,0,0,0
beweis,N,0,0,0
beweisen,V,0,0,0
bewerber,N,0,0,0
bezahlen,V,0,0,0
bezeichnen,V,0,0,0
beziehung,N,0,0,0
bibel,N,0,0,0
biber,N,0,0,0
biene,N,0,0,0
bier,N,0,0,0
biest,N,0,0,0
bieten,V,0,1,0
bikini,N,0,0,0
bilanz,N,1,0,0
bild,N,0,0,0
bilden,V,0,0,0
bildung,N,0,0,0
billigen,V,0,0,0
binden,V,0,0,0
birke,N,0,0,0
birne,N,0,0,0
bischof,N,0,0,0
bitte,N,0,0,0
bitten,V,0,0,0
bitter,A,0,0,0
blamage,N,0,0,0
blase,N,0,0,0
blei,N,0,0,0
bleiben,V,0,1,0
blick,N,0,0,0
blitz,N,0,0,0
blondine,N,0,0,0
blume,N,0,0,0
bluse,N,0,0,0
blut,N,0,0,0
blüte,N,0,0,0
blutig,A,0,0,0
bluttat,N,0,0,0
boden,N,1,0,0
bodenlos,A,0,0,0
bogen,N,0,0,0
bohne,N,0,0,0
bohrer,N,0,0,0
bombe,N,0,0,0
bomber,N,0,0,0
bonbon,N,0,0,0
boot,N,0,0,0
börse,N,3,0,0
borste,N,0,0,0
boshaft,A,0,0,0
botschaft,N,0,0,0
brauchen,V,0,0,0
brause,N,0,0,0
braut,N,0,0,0
brechen,V,0,1,0
brennen,V,0,0,0
brezel,N,0,0,0
brief,N,0,0,0
brigade,N,0,0,0
brillant,A,0,0,0
brille,N,0,0,0
britisch,A,0,0,0
bronze,N,0,0,0
brot,N,0,0,0
brücke,N,0,0,0
bruder,N,0,0,0
brunnen,N,0,0,0
brust,N,0,0,0
brutal,A,0,0,0
buch,N,0,0,0
buche,N,0,0,0
buddha,N,0,0,0
bühne,N,0,0,0
bulle,N,0,0,0
bullig,A,0,0,0
bumerang,N,0,0,0
bündnis,N,0,0,0
bunker,N,0,0,0
bunt,A,0,0,0
burg,N,0,0,0
büro,N,0,0,0
bursche,N,0,0,0
bürste,N,0,0,0
busen,N,0,0,0
butter,N,0,0,0
cello,N,0,0,0
chance,N,0,0,0
chaos,N,0,0,0
charakter,N,0,0,0
charme,N,0,0,0
chef,N,0,0,0
christus,N,0,0,0
dachs,N,0,0,0
dackel,N,0,0,0
dame,N,0,0,0
dampfer,N,0,0,0
dank,N,0,0,0
danken,V,0,0,0
darlehen,N,0,0,0
darm,N,0,0,0
darstellen,V,0,0,0
dasein,N,0,0,0
datum,N,0,0,0
dauer,N,2,0,0
dauern,V,0,0,0
daumen,N,0,0,0
debatte,N,0,0,0
decke,N,0,0,0
deckel,N,0,0,0
defensiv,A,0,0,0
defizit,N,0,0,0
dekadent,A,0,0,0
delikt,N,0,0,0
delle,N,0,0,0
demokrat,N,0,0,0
demokratie,N,0,0,0
demut,N,0,0,0
denker,N,0,0,0
derb,A,0,0,0
dessert,N,0,0,0
detail,N,0,0,0
deutung,N,0,0,0
diagnose,N,0,0,0
dialekt,N,0,0,0
diamant,N,0,0,0
dichter,N,0,0,0
dieb,N,0,0,0
diele,N,0,0,0
dienen,V,0,0,0
diener,N,0,0,0
dienst,N,0,0,0
diffus,A,0,0,0
diktatur,N,0,0,0
dilemma,N,0,0,0
ding,N,0,0,0
diplom,N,0,0,0
diplomat,N,0,0,0
dirne,N,0,0,0
diskussion,N,0,0,0
distel,N,0,0,0
dogge,N,0,0,0
doktor,N,0,0,0
dokument,N,0,0,0
dolch,N,0,0,0
dominanz,N,0,0,0
donner,N,0,0,0
dose,N,0,0,0
dosis,N,0,0,0
dozent,N,0,0,0
drache,N,0,0,0
drama,N,0,0,0
drängen,V,0,0,0
dreck,N,0,0,0
drillen,V,0,0,0
